what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1334841340682
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1334841348655
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1334841350370
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1334841350398
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1334841357408
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1334841361688
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1334841369620
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1334841370986
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1334841371011
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334841373188
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334841374643
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334841374643
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1334841377740
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334841378038
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334841378253
